編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPTNMLTJMHOFFAW87CA,4,31.72,集合住宅,鋼筋混凝土造,103年11月13日,三層,一層 陽台
RPTNMLTJMHOFFAW87CA,4,4.36,共有部分：本共有部分之項目有走廊、樓梯間等二項。,鋼筋混凝土造,103年11月13日,三層,
RPRNMLTJMHOFFAW67CA,4,32.36,集合住宅,鋼筋混凝土造,103年11月13日,三層,一層 陽台
RPRNMLTJMHOFFAW67CA,4,4.37,共有部分：本共有部分之項目有走廊、樓梯間等二項。,鋼筋混凝土造,103年11月13日,三層,
RPRNMLLKMHOFFAW96CA,19,117.51,住家用,鋼筋混凝土造,89年2月22日,五層,三層 陽台
RPRNMLLKMHOFFAW96CA,19,26.33,屋頂突出物、樓梯間,鋼筋混凝土造,89年2月22日,五層,
RPQOMLMKMHOFFAW07CA,,49.68,集合住宅,鋼筋混凝土造,107年12月28日,三層,二層 陽台
RPQOMLMKMHOFFAW07CA,,8.17,共有部分：本共有部分之項目有梯間及水箱等２項。,鋼筋混凝土造,107年12月28日,三層,
RPQNMLLKMHOFFAW86CA,4,98.33,集合住宅,鋼筋混凝土造,104年3月11日,三層,一層 陽台
RPQNMLLKMHOFFAW86CA,4,5.86,共有部分：本共有部分之項目有樓梯間一項。,鋼筋混凝土造,104年3月11日,三層,
RPVNMLMKMHOFFAW47CA,,79.33,集合住宅,鋼筋混凝土造,107年12月28日,三層,一層 陽台
RPVNMLMKMHOFFAW47CA,,8.17,共有部分：本共有部分之項目有梯間及水箱等２項。,鋼筋混凝土造,107年12月28日,三層,
RPUNMLMKMHOFFAW37CA,,49.68,集合住宅,鋼筋混凝土造,107年12月28日,三層,一層 陽台
RPUNMLMKMHOFFAW37CA,,8.17,共有部分：本共有部分之項目有梯間及水箱等２項。,鋼筋混凝土造,107年12月28日,三層,
RPWNMLMKMHOFFAW57CA,,55.22,集合住宅,鋼筋混凝土造,107年12月28日,三層,一層 陽台
RPWNMLMKMHOFFAW57CA,,8.17,共有部分：本共有部分之項目有梯間及水箱等２項。,鋼筋混凝土造,107年12月28日,三層,
RPXNMLMKMHOFFAW67CA,,55.44,集合住宅,鋼筋混凝土造,107年12月28日,三層,二層 陽台
RPXNMLMKMHOFFAW67CA,,8.17,共有部分：本共有部分之項目有梯間及水箱等２項。,鋼筋混凝土造,107年12月28日,三層,
RPOOMLMKMHOFFAW86CA,,55.44,集合住宅,鋼筋混凝土造,107年12月28日,三層,三層 陽台
RPOOMLMKMHOFFAW86CA,,8.17,共有部分：本共有部分之項目有梯間及水箱等２項。,鋼筋混凝土造,107年12月28日,三層,
RPTNMLLJMHOFFAW17DA,4,36.39,一般事務所,鋼筋混凝土造,104年8月11日,四層,三層 陽台
